entry_id,self_accession,parent_accession
409,JGAP000001,JGAC000001
410,JGAP000001,JGAC000001
411,JGAP000001,JGAC000001
412,JGAP000001,JGAC000001
413,JGAP000001,JGAC000001
414,JGAP000001,JGAC000001
415,JGAP000001,JGAC000001
416,JGAP000001,JGAC000001
417,JGAP000001,JGAC000001
419,JGAP000001,JGAC000001
420,JGAP000001,JGAC000001
421,JGAP000001,JGAC000001
422,JGAP000001,JGAC000001
425,JGAP000001,JGAC000001
426,JGAP000001,JGAC000001
427,JGAP000001,JGAC000001
428,JGAP000001,JGAC000001
429,JGAP000001,JGAC000001
430,JGAP000001,JGAC000001
431,JGAP000001,JGAC000001
432,JGAP000001,JGAC000001
433,JGAP000001,JGAC000001
434,JGAP000001,JGAC000001
435,JGAP000003,JGAC000001
436,JGAP000001,JGAC000001
437,JGAP000001,JGAC000001
438,JGAP000003,JGAC000001
439,JGAP000001,JGAC000001
440,JGAP000001,JGAC000001
441,JGAP000001,JGAC000001
442,JGAP000001,JGAC000001
443,JGAP000001,JGAC000001
445,JGAP000001,JGAC000001
446,JGAP000001,JGAC000001
447,JGAP000001,JGAC000001
448,JGAP000001,JGAC000001
449,JGAP000001,JGAC000001
450,JGAP000001,JGAC000001
451,JGAP000001,JGAC000001
452,JGAP000001,JGAC000001
453,JGAP000001,JGAC000001
454,JGAP000001,JGAC000001
456,JGAP000001,JGAC000001
458,JGAP000001,JGAC000001
459,JGAP000001,JGAC000001
460,JGAP000001,JGAC000001
461,JGAP000001,JGAC000001
462,JGAP000001,JGAC000001
463,JGAP000004,JGAC000001
464,JGAP000004,JGAC000001
465,JGAP000001,JGAC000001
466,JGAP000001,JGAC000001
467,JGAP000001,JGAC000001
468,JGAP000001,JGAC000001
469,JGAP000001,JGAC000001
472,JGAP000001,JGAC000001
473,JGAP000001,JGAC000001
474,JGAP000001,JGAC000001
475,JGAP000001,JGAC000001
476,JGAP000001,JGAC000001
477,JGAP000001,JGAC000001
478,JGAP000001,JGAC000001
479,JGAP000001,JGAC000001
480,JGAP000001,JGAC000001
481,JGAP000001,JGAC000001
482,JGAP000001,JGAC000001
483,JGAP000001,JGAC000001
484,JGAP000001,JGAC000001
485,JGAP000001,JGAC000001
486,JGAP000001,JGAC000001
487,JGAP000001,JGAC000001
489,JGAP000001,JGAC000001
490,JGAP000012,JGAC000001
492,JGAP000001,JGAC000001
493,JGAP000001,JGAC000001
494,JGAP000001,JGAC000001
495,JGAP000001,JGAC000001
496,JGAP000001,JGAC000001
497,JGAP000001,JGAC000001
498,JGAP000001,JGAC000001
499,JGAP000001,JGAC000001
500,JGAP000006,JGAC000001
501,JGAP000001,JGAC000001
502,JGAP000001,JGAC000001
503,JGAP000001,JGAC000001
504,JGAP000001,JGAC000001
505,JGAP000001,JGAC000001
506,JGAP000001,JGAC000001
507,JGAP000001,JGAC000001
508,JGAP000001,JGAC000001
509,JGAP000001,JGAC000001
511,JGAP000001,JGAC000001
512,JGAP000001,JGAC000001
513,JGAP000001,JGAC000001
514,JGAP000001,JGAC000001
515,JGAP000001,JGAC000001
516,JGAP000001,JGAC000001
517,JGAP000001,JGAC000001
518,JGAP000001,JGAC000001
519,JGAP000011,JGAC000001
520,JGAP000001,JGAC000001
521,JGAP000001,JGAC000001
522,JGAP000001,JGAC000001
522,JGAP000003,JGAC000001
523,JGAP000001,JGAC000001
524,JGAP000001,JGAC000001
525,JGAP000001,JGAC000001
526,JGAP000001,JGAC000001
527,JGAP000001,JGAC000001
528,JGAP000001,JGAC000001
529,JGAP000001,JGAC000001
530,JGAP000001,JGAC000001
531,JGAP000001,JGAC000001
533,JGAP000001,JGAC000001
534,JGAP000001,JGAC000001
535,JGAP000001,JGAC000001
536,JGAP000001,JGAC000001
539,JGAP000001,JGAC000001
540,JGAP000001,JGAC000001
541,JGAP000011,JGAC000001
542,JGAP000001,JGAC000001
544,JGAP000001,JGAC000001
545,JGAP000001,JGAC000001
546,JGAP000001,JGAC000001
547,JGAP000003,JGAC000001
548,JGAP000001,JGAC000001
549,JGAP000001,JGAC000001
550,JGAP000001,JGAC000001
551,JGAP000001,JGAC000001
552,JGAP000001,JGAC000001
698,JGAP000001,JGAC000001
698,JGAP000002,JGAC000001
699,JGAP000001,JGAC000001
700,JGAP000001,JGAC000001
701,JGAP000001,JGAC000001
702,JGAP000001,JGAC000001
703,JGAP000001,JGAC000001
704,JGAP000001,JGAC000001
704,JGAP000004,JGAC000001
705,JGAP000001,JGAC000001
706,JGAP000001,JGAC000001
707,JGAP000001,JGAC000001
707,JGAP000002,JGAC000001
708,JGAP000001,JGAC000001
709,JGAP000001,JGAC000001
710,JGAP000001,JGAC000001
711,JGAP000001,JGAC000001
712,JGAP000007,JGAC000001
713,JGAP000001,JGAC000001
714,JGAP000001,JGAC000001
715,JGAP000001,JGAC000001
715,JGAP000004,JGAC000001
716,JGAP000001,JGAC000001
717,JGAP000001,JGAC000001
719,JGAP000001,JGAC000001
719,JGAP000003,JGAC000001
720,JGAP000001,JGAC000001
721,JGAP000001,JGAC000001
721,JGAP000004,JGAC000001
722,JGAP000001,JGAC000001
722,JGAP000004,JGAC000001
723,JGAP000001,JGAC000001
724,JGAP000001,JGAC000001
725,JGAP000001,JGAC000001
726,JGAP000001,JGAC000001
727,JGAP000004,JGAC000001
728,JGAP000001,JGAC000001
729,JGAP000001,JGAC000001
730,JGAP000001,JGAC000001
731,JGAP000001,JGAC000001
732,JGAP000006,JGAC000001
733,JGAP000001,JGAC000001
734,JGAP000001,JGAC000001
734,JGAP000004,JGAC000001
735,JGAP000001,JGAC000001
737,JGAP000001,JGAC000001
738,JGAP000001,JGAC000001
739,JGAP000004,JGAC000001
740,JGAP000001,JGAC000001
741,JGAP000001,JGAC000001
742,JGAP000001,JGAC000001
743,JGAP000001,JGAC000001
744,JGAP000001,JGAC000001
746,JGAP000006,JGAC000001
747,JGAP000001,JGAC000001
748,JGAP000001,JGAC000001
750,JGAP000001,JGAC000001
751,JGAP000001,JGAC000001
752,JGAP000001,JGAC000001
753,JGAP000001,JGAC000001
754,JGAP000001,JGAC000001
755,JGAP000001,JGAC000001
756,JGAP000001,JGAC000001
756,JGAP000004,JGAC000001
757,JGAP000001,JGAC000001
757,JGAP000003,JGAC000001
758,JGAP000005,JGAC000001
759,JGAP000001,JGAC000001
760,JGAP000006,JGAC000001
761,JGAP000001,JGAC000001
761,JGAP000004,JGAC000001
762,JGAP000001,JGAC000001
762,JGAP000004,JGAC000001
763,JGAP000001,JGAC000001
765,JGAP000001,JGAC000001
766,JGAP000004,JGAC000001
767,JGAP000001,JGAC000001
768,JGAP000004,JGAC000001
769,JGAP000001,JGAC000001
770,JGAP000001,JGAC000001
771,JGAP000001,JGAC000001
772,JGAP000001,JGAC000001
773,JGAP000001,JGAC000001
774,JGAP000004,JGAC000001
775,JGAP000001,JGAC000001
776,JGAP000004,JGAC000001
777,JGAP000001,JGAC000001
778,JGAP000001,JGAC000001
779,JGAP000001,JGAC000001
780,JGAP000001,JGAC000001
781,JGAP000001,JGAC000001
782,JGAP000004,JGAC000001
783,JGAP000004,JGAC000001
784,JGAP000004,JGAC000001
785,JGAP000001,JGAC000001
786,JGAP000001,JGAC000001
787,JGAP000004,JGAC000001
788,JGAP000001,JGAC000001
789,JGAP000001,JGAC000001
789,JGAP000008,JGAC000001
790,JGAP000001,JGAC000001
791,JGAP000004,JGAC000001
792,JGAP000001,JGAC000001
793,JGAP000003,JGAC000001
794,JGAP000001,JGAC000001
795,JGAP000006,JGAC000001
796,JGAP000001,JGAC000001
797,JGAP000001,JGAC000001
798,JGAP000001,JGAC000001
799,JGAP000009,JGAC000001
800,JGAP000001,JGAC000001
801,JGAP000004,JGAC000001
802,JGAP000001,JGAC000001
803,JGAP000001,JGAC000001
804,JGAP000003,JGAC000001
805,JGAP000001,JGAC000001
806,JGAP000001,JGAC000001
807,JGAP000001,JGAC000001
808,JGAP000001,JGAC000001
809,JGAP000001,JGAC000001
810,JGAP000001,JGAC000001
811,JGAP000001,JGAC000001
812,JGAP000001,JGAC000001
813,JGAP000001,JGAC000001
814,JGAP000001,JGAC000001
815,JGAP000001,JGAC000001
816,JGAP000001,JGAC000001
817,JGAP000008,JGAC000001
818,JGAP000001,JGAC000001
819,JGAP000001,JGAC000001
820,JGAP000001,JGAC000001
821,JGAP000001,JGAC000001
822,JGAP000001,JGAC000001
823,JGAP000001,JGAC000001
824,JGAP000001,JGAC000001
825,JGAP000001,JGAC000001
826,JGAP000001,JGAC000001
827,JGAP000001,JGAC000001
828,JGAP000001,JGAC000001
829,JGAP000001,JGAC000001
830,JGAP000001,JGAC000001
830,JGAP000003,JGAC000001
831,JGAP000004,JGAC000001
832,JGAP000001,JGAC000001
832,JGAP000003,JGAC000001
833,JGAP000001,JGAC000001
834,JGAP000001,JGAC000001
835,JGAP000001,JGAC000001
836,JGAP000001,JGAC000001
837,JGAP000001,JGAC000001
838,JGAP000001,JGAC000001
839,JGAP000004,JGAC000001
840,JGAP000001,JGAC000001
841,JGAP000001,JGAC000001
842,JGAP000001,JGAC000001
843,JGAP000001,JGAC000001
844,JGAP000001,JGAC000001
845,JGAP000001,JGAC000001
846,JGAP000001,JGAC000001
847,JGAP000001,JGAC000001
848,JGAP000003,JGAC000001
849,JGAP000001,JGAC000001
850,JGAP000001,JGAC000001
851,JGAP000001,JGAC000001
852,JGAP000001,JGAC000001
853,JGAP000001,JGAC000001
854,JGAP000001,JGAC000001
855,JGAP000001,JGAC000001
856,JGAP000001,JGAC000001
857,JGAP000001,JGAC000001
858,JGAP000001,JGAC000001
859,JGAP000001,JGAC000001
860,JGAP000001,JGAC000001
861,JGAP000001,JGAC000001
862,JGAP000001,JGAC000001
863,JGAP000001,JGAC000001
864,JGAP000001,JGAC000001
865,JGAP000001,JGAC000001
866,JGAP000001,JGAC000001
866,JGAP000003,JGAC000001
867,JGAP000001,JGAC000001
868,JGAP000001,JGAC000001
869,JGAP000001,JGAC000001
870,JGAP000001,JGAC000001
871,JGAP000001,JGAC000001
872,JGAP000001,JGAC000001
873,JGAP000001,JGAC000001
874,JGAP000001,JGAC000001
875,JGAP000001,JGAC000001
876,JGAP000001,JGAC000001
877,JGAP000001,JGAC000001
878,JGAP000001,JGAC000001
879,JGAP000001,JGAC000001
880,JGAP000001,JGAC000001
881,JGAP000003,JGAC000001
882,JGAP000001,JGAC000001
883,JGAP000001,JGAC000001
883,JGAP000003,JGAC000001
884,JGAP000001,JGAC000001
885,JGAP000001,JGAC000001
886,JGAP000001,JGAC000001
887,JGAP000001,JGAC000001
888,JGAP000001,JGAC000001
889,JGAP000006,JGAC000001
890,JGAP000001,JGAC000001
891,JGAP000001,JGAC000001
892,JGAP000001,JGAC000001
893,JGAP000001,JGAC000001
894,JGAP000001,JGAC000001
895,JGAP000001,JGAC000001
896,JGAP000001,JGAC000001
897,JGAP000001,JGAC000001
898,JGAP000001,JGAC000001
899,JGAP000001,JGAC000001
900,JGAP000001,JGAC000001
901,JGAP000001,JGAC000001
902,JGAP000001,JGAC000001
903,JGAP000001,JGAC000001
904,JGAP000001,JGAC000001
905,JGAP000001,JGAC000001
906,JGAP000001,JGAC000001
907,JGAP000001,JGAC000001
908,JGAP000001,JGAC000001
909,JGAP000001,JGAC000001
910,JGAP000001,JGAC000001
911,JGAP000001,JGAC000001
912,JGAP000001,JGAC000001
913,JGAP000001,JGAC000001
914,JGAP000001,JGAC000001
915,JGAP000001,JGAC000001
916,JGAP000001,JGAC000001
917,JGAP000001,JGAC000001
917,JGAP000003,JGAC000001
918,JGAP000001,JGAC000001
919,JGAP000001,JGAC000001
920,JGAP000001,JGAC000001
921,JGAP000001,JGAC000001
922,JGAP000012,JGAC000001
923,JGAP000001,JGAC000001
924,JGAP000001,JGAC000001
925,JGAP000003,JGAC000001
926,JGAP000001,JGAC000001
927,JGAP000001,JGAC000001
928,JGAP000001,JGAC000001
929,JGAP000001,JGAC000001
930,JGAP000001,JGAC000001
931,JGAP000001,JGAC000001
932,JGAP000001,JGAC000001
933,JGAP000001,JGAC000001
934,JGAP000001,JGAC000001
935,JGAP000001,JGAC000001
936,JGAP000001,JGAC000001
936,JGAP000002,JGAC000001
937,JGAP000001,JGAC000001
938,JGAP000001,JGAC000001
939,JGAP000001,JGAC000001
940,JGAP000011,JGAC000001
941,JGAP000001,JGAC000001
942,JGAP000001,JGAC000001
943,JGAP000001,JGAC000001
944,JGAP000001,JGAC000001
945,JGAP000001,JGAC000001
946,JGAP000001,JGAC000001
947,JGAP000001,JGAC000001
948,JGAP000001,JGAC000001
950,JGAP000001,JGAC000001
951,JGAP000001,JGAC000001
952,JGAP000001,JGAC000001
953,JGAP000001,JGAC000001
954,JGAP000001,JGAC000001
955,JGAP000001,JGAC000001
956,JGAP000001,JGAC000001
957,JGAP000001,JGAC000001
958,JGAP000001,JGAC000001
959,JGAP000011,JGAC000001
960,JGAP000011,JGAC000001
962,JGAP000011,JGAC000001
963,JGAP000011,JGAC000001
970,JGAP000001,JGAC000001
971,JGAP000001,JGAC000001
978,JGAP000001,JGAC000001
979,JGAP000001,JGAC000001
980,JGAP000004,JGAC000001
981,JGAP000001,JGAC000001
982,JGAP000001,JGAC000001
983,JGAP000003,JGAC000001
984,JGAP000001,JGAC000001
985,JGAP000004,JGAC000001
986,JGAP000001,JGAC000001
987,JGAP000001,JGAC000001
988,JGAP000001,JGAC000001
989,JGAP000001,JGAC000001
990,JGAP000001,JGAC000001
990,JGAP000008,JGAC000001
991,JGAP000001,JGAC000001
992,JGAP000001,JGAC000001
993,JGAP000001,JGAC000001
994,JGAP000004,JGAC000001
995,JGAP000001,JGAC000001
996,JGAP000004,JGAC000001
997,JGAP000001,JGAC000001
998,JGAP000001,JGAC000001
998,JGAP000002,JGAC000001
999,JGAP000001,JGAC000001
1000,JGAP000004,JGAC000001
1001,JGAP000001,JGAC000001
1002,JGAP000001,JGAC000001
1003,JGAP000001,JGAC000001
1004,JGAP000001,JGAC000001
1005,JGAP000001,JGAC000001
1006,JGAP000001,JGAC000001
1006,JGAP000004,JGAC000001
1007,JGAP000001,JGAC000001
1009,JGAP000001,JGAC000001
1009,JGAP000004,JGAC000001
1011,JGAP000001,JGAC000001
1011,JGAP000004,JGAC000001
1012,JGAP000001,JGAC000001
1013,JGAP000001,JGAC000001
1013,JGAP000004,JGAC000001
1014,JGAP000001,JGAC000001
1015,JGAP000001,JGAC000001
1016,JGAP000001,JGAC000001
1017,JGAP000001,JGAC000001
1018,JGAP000005,JGAC000001
1019,JGAP000001,JGAC000001
1020,JGAP000001,JGAC000001
1020,JGAP000003,JGAC000001
1022,JGAP000001,JGAC000001
1023,JGAP000001,JGAC000001
1024,JGAP000001,JGAC000001
1024,JGAP000004,JGAC000001
1025,JGAP000001,JGAC000001
1028,JGAP000001,JGAC000001
1028,JGAP000003,JGAC000001
1029,JGAP000001,JGAC000001
1029,JGAP000004,JGAC000001
1030,JGAP000001,JGAC000001
1031,JGAP000001,JGAC000001
1032,JGAP000004,JGAC000001
1033,JGAP000001,JGAC000001
1034,JGAP000001,JGAC000001
1035,JGAP000001,JGAC000001
1036,JGAP000001,JGAC000001
1037,JGAP000001,JGAC000001
1038,JGAP000001,JGAC000001
1039,JGAP000001,JGAC000001
1040,JGAP000001,JGAC000001
1041,JGAP000001,JGAC000001
1041,JGAP000004,JGAC000001
1042,JGAP000001,JGAC000001
1043,JGAP000001,JGAC000001
1044,JGAP000001,JGAC000001
1045,JGAP000001,JGAC000001
1046,JGAP000001,JGAC000001
1047,JGAP000004,JGAC000001
1048,JGAP000001,JGAC000001
